Train_No,Start_Station,End_Station,Start_Departure,End_Arrival,Total_Distance,Number_of_Stops,Journey_Duration
31225,SEALDAH,BARRACKPORE,09:34:00,10:14:00,25,9,0 days 00:40:00
31226,BARRACKPORE,SEALDAH,10:25:00,11:05:00,25,9,0 days 00:40:00
31227,SEALDAH,BARRACKPORE,09:40:00,10:20:00,25,9,0 days 00:40:00
31228,BARRACKPORE,SEALDAH,10:32:00,11:14:00,25,9,0 days 00:42:00
31229,SEALDAH,BARRACKPORE,10:05:00,10:45:00,25,9,0 days 00:40:00
31230,BARRACKPORE,SEALDAH,11:00:00,11:42:00,25,9,0 days 00:42:00
31231,SEALDAH,BARRACKPORE,13:42:00,14:22:00,25,9,0 days 00:40:00
31232,BARRACKPORE,SEALDAH,14:42:00,15:20:00,25,9,0 days 00:38:00
31233,SEALDAH,BARRACKPORE,14:50:00,15:30:00,25,9,0 days 00:40:00
31234,BARRACKPORE,SEALDAH,15:45:00,16:25:00,25,9,0 days 00:40:00
31235,SEALDAH,BARRACKPORE,16:08:00,16:48:00,25,9,0 days 00:40:00
31236,BARRACKPORE,SEALDAH,18:30:00,19:10:00,25,9,0 days 00:40:00
31237,SEALDAH,BARRACKPORE,18:28:00,19:10:00,25,9,0 days 00:42:00
31238,BARRACKPORE,SEALDAH,19:25:00,20:05:00,25,9,0 days 00:40:00
31239,SEALDAH,BARRACKPORE,18:28:00,19:10:00,25,9,0 days 00:42:00
31240,BARRACKPORE,SEALDAH,20:27:00,21:07:00,25,9,0 days 00:40:00
31241,SEALDAH,BARRACKPORE,08:13:00,08:52:00,25,9,0 days 00:39:00
31261,KANKURGACHHI,BARRACKPORE,17:42:00,18:18:00,20,9,0 days 00:36:00
31311,SEALDAH,KALYANI SIMA,04:12:00,05:43:00,55,21,0 days 01:31:00
31312,KALYANI SIMA,SEALDAH,05:02:00,06:30:00,55,21,0 days 01:28:00
31313,SEALDAH,KALYANI SIMA,05:30:00,07:00:00,55,21,0 days 01:30:00
31314,KALYANI SIMA,SEALDAH,06:02:00,07:30:00,55,21,0 days 01:28:00
31315,SEALDAH,KALYANI SIMA,06:30:00,07:58:00,55,21,0 days 01:28:00
31316,KALYANI SIMA,SEALDAH,07:10:00,08:40:00,55,21,0 days 01:30:00
31317,SEALDAH,KALYANI SIMA,07:18:00,08:48:00,55,21,0 days 01:30:00
31318,KALYANI SIMA,SEALDAH,09:15:00,10:45:00,55,21,0 days 01:30:00
31319,SEALDAH,KALYANI SIMA,08:30:00,10:00:00,55,21,0 days 01:30:00
31320,KALYANI SIMA,SEALDAH,10:12:00,11:35:00,55,12,0 days 01:23:00
31321,SEALDAH,KALYANI SIMA,09:20:00,10:52:00,55,21,0 days 01:32:00
31322,KALYANI SIMA,SEALDAH,13:18:00,15:06:00,55,21,0 days 01:48:00
31323,SEALDAH,KALYANI SIMA,11:22:00,12:52:00,55,21,0 days 01:30:00
31324,KALYANI SIMA,SEALDAH,14:16:00,15:45:00,55,21,0 days 01:29:00
31325,SEALDAH,KALYANI SIMA,12:30:00,14:03:00,55,21,0 days 01:33:00
31326,KALYANI SIMA,SEALDAH,15:20:00,16:50:00,55,21,0 days 01:30:00
31327,SEALDAH,KALYANI SIMA,13:35:00,15:07:00,55,21,0 days 01:32:00
31328,KALYANI SIMA,SEALDAH,16:32:00,18:00:00,55,21,0 days 01:28:00
31329,SEALDAH,KALYANI SIMA,14:40:00,16:10:00,55,21,0 days 01:30:00
31330,KALYANI SIMA,SEALDAH,17:32:00,19:02:00,55,21,0 days 01:30:00
31331,SEALDAH,KALYANI SIMA,15:35:00,17:06:00,55,21,0 days 01:31:00
31332,KALYANI SIMA,SEALDAH,19:07:00,20:35:00,55,21,0 days 01:28:00
31333,SEALDAH,KALYANI SIMA,16:50:00,18:20:00,55,21,0 days 01:30:00
31334,KALYANI SIMA,SEALDAH,20:02:00,21:32:00,55,21,0 days 01:30:00
31335,SEALDAH,KALYANI SIMA,18:12:00,19:46:00,55,21,0 days 01:34:00
31336,KALYANI SIMA,SEALDAH,21:14:00,22:45:00,55,21,0 days 01:31:00
31337,SEALDAH,KALYANI SIMA,19:10:00,20:34:00,55,13,0 days 01:24:00
31338,KALYANI SIMA,SEALDAH,22:12:00,23:42:00,55,21,0 days 01:30:00
31339,SEALDAH,KALYANI SIMA,20:10:00,21:43:00,55,21,0 days 01:33:00
31411,SEALDAH,NAIHATI JN.,04:40:00,05:40:00,40,9,0 days 01:00:00
31412,NAIHATI JN.,SEALDAH,04:05:00,05:10:00,40,15,0 days 01:05:00
31413,SEALDAH,NAIHATI JN.,06:38:00,07:42:00,40,15,0 days 01:04:00
31414,NAIHATI JN.,SEALDAH,04:50:00,05:55:00,40,15,0 days 01:05:00
31415,SEALDAH,NAIHATI JN.,07:52:00,08:55:00,40,15,0 days 01:03:00
31416,NAIHATI JN.,SEALDAH,07:52:00,08:58:00,40,15,0 days 01:06:00
31417,SEALDAH,NAIHATI JN.,09:28:00,10:30:00,40,15,0 days 01:02:00
31418,NAIHATI JN.,SEALDAH,08:30:00,09:38:00,40,15,0 days 01:08:00
31420,NAIHATI JN.,SEALDAH,09:10:00,10:13:00,40,15,0 days 01:03:00
31421,SEALDAH,NAIHATI JN.,10:45:00,11:48:00,40,15,0 days 01:03:00
31422,NAIHATI JN.,SEALDAH,09:27:00,10:30:00,40,15,0 days 01:03:00
31423,SEALDAH,NAIHATI JN.,11:15:00,12:18:00,40,15,0 days 01:03:00
31424,NAIHATI JN.,SEALDAH,10:45:00,11:50:00,40,15,0 days 01:05:00
31425,SEALDAH,NAIHATI JN.,12:20:00,13:25:00,40,15,0 days 01:05:00
31426,NAIHATI JN.,SEALDAH,12:00:00,13:05:00,40,15,0 days 01:05:00
31427,SEALDAH,NAIHATI JN.,13:07:00,14:12:00,40,15,0 days 01:05:00
31428,NAIHATI JN.,SEALDAH,12:28:00,13:32:00,40,15,0 days 01:04:00
31429,SEALDAH,NAIHATI JN.,13:52:00,14:57:00,40,15,0 days 01:05:00
31430,NAIHATI JN.,SEALDAH,13:20:00,14:25:00,40,15,0 days 01:05:00
31431,SEALDAH,NAIHATI JN.,16:02:00,17:07:00,40,15,0 days 01:05:00
31432,NAIHATI JN.,SEALDAH,13:40:00,14:42:00,40,15,0 days 01:02:00
31433,SEALDAH,NAIHATI JN.,16:32:00,17:38:00,40,15,0 days 01:06:00
31434,NAIHATI JN.,SEALDAH,14:50:00,15:55:00,40,15,0 days 01:05:00
31435,SEALDAH,NAIHATI JN.,17:22:00,18:27:00,40,15,0 days 01:05:00
31436,NAIHATI JN.,SEALDAH,17:22:00,18:25:00,40,15,0 days 01:03:00
31437,SEALDAH,NAIHATI JN.,18:05:00,19:10:00,40,15,0 days 01:05:00
31438,NAIHATI JN.,SEALDAH,19:20:00,20:24:00,40,15,0 days 01:04:00
31439,SEALDAH,NAIHATI JN.,18:35:00,19:39:00,40,15,0 days 01:04:00
31440,NAIHATI JN.,SEALDAH,19:47:00,20:48:00,40,15,0 days 01:01:00
31441,SEALDAH,NAIHATI JN.,19:42:00,20:45:00,40,15,0 days 01:03:00
31442,NAIHATI JN.,SEALDAH,20:15:00,21:20:00,40,15,0 days 01:05:00
31443,SEALDAH,NAIHATI JN.,20:52:00,21:55:00,40,15,0 days 01:03:00
31444,NAIHATI JN.,SEALDAH,21:08:00,22:13:00,40,15,0 days 01:05:00
31445,SEALDAH,NAIHATI JN.,21:20:00,22:25:00,40,15,0 days 01:05:00
31446,NAIHATI JN.,SEALDAH,21:32:00,22:35:00,40,15,0 days 01:03:00
31447,SEALDAH,NAIHATI JN.,22:22:00,23:27:00,40,15,0 days 01:05:00
31448,NAIHATI JN.,SEALDAH,22:08:00,23:12:00,40,15,0 days 01:04:00
31449,SEALDAH,NAIHATI JN.,23:15:00,00:18:00,40,15,0 days 01:03:00
31450,NAIHATI JN.,SEALDAH,23:15:00,00:20:00,40,15,0 days 01:05:00
31451,SEALDAH,NAIHATI JN.,23:15:00,00:18:00,40,15,0 days 01:03:00
31471,KANKURGACHHI,NAIHATI JN.,07:15:00,08:12:00,35,15,0 days 00:57:00
31511,SEALDAH,SHANTIPUR JN,04:35:00,06:55:00,96,29,0 days 02:20:00
31512,SHANTIPUR JN,SEALDAH,03:22:00,05:40:00,96,28,0 days 02:18:00
31513,SEALDAH,SHANTIPUR JN,06:00:00,08:15:00,96,28,0 days 02:15:00
31514,SHANTIPUR JN,SEALDAH,04:46:00,07:05:00,96,29,0 days 02:19:00
31515,SEALDAH,SHANTIPUR JN,07:25:00,09:42:00,96,29,0 days 02:17:00
31516,SHANTIPUR JN,SEALDAH,05:52:00,08:07:00,96,29,0 days 02:15:00
31517,SEALDAH,SHANTIPUR JN,08:50:00,11:08:00,96,29,0 days 02:18:00
31518,SHANTIPUR JN,SEALDAH,07:28:00,09:40:00,96,25,0 days 02:12:00
31519,SEALDAH,SHANTIPUR JN,10:32:00,12:50:00,96,27,0 days 02:18:00
31520,SHANTIPUR JN,SEALDAH,08:37:00,10:52:00,96,28,0 days 02:15:00
31521,SEALDAH,SHANTIPUR JN,11:35:00,13:58:00,96,29,0 days 02:23:00
31522,SHANTIPUR JN,SEALDAH,10:05:00,12:22:00,96,29,0 days 02:17:00
31523,SEALDAH,SHANTIPUR JN,13:00:00,15:20:00,96,27,0 days 02:20:00
31524,SHANTIPUR JN,SEALDAH,11:30:00,13:42:00,96,28,0 days 02:12:00
31525,SEALDAH,SHANTIPUR JN,14:20:00,16:38:00,96,28,0 days 02:18:00
31526,SHANTIPUR JN,SEALDAH,13:12:00,15:32:00,96,29,0 days 02:20:00
31527,SEALDAH,SHANTIPUR JN,15:45:00,18:05:00,96,29,0 days 02:20:00
31528,SHANTIPUR JN,SEALDAH,14:27:00,16:40:00,96,27,0 days 02:13:00
31529,SEALDAH,SHANTIPUR JN,16:57:00,19:18:00,96,29,0 days 02:21:00
31530,SHANTIPUR JN,SEALDAH,15:40:00,17:55:00,96,29,0 days 02:15:00
31531,SEALDAH,SHANTIPUR JN,17:52:00,20:00:00,96,23,0 days 02:08:00
31532,SHANTIPUR JN,SEALDAH,17:10:00,19:25:00,96,29,0 days 02:15:00
31533,SEALDAH,SHANTIPUR JN,18:50:00,21:10:00,96,27,0 days 02:20:00
31534,SHANTIPUR JN,SEALDAH,18:28:00,20:45:00,96,24,0 days 02:17:00
31535,SEALDAH,SHANTIPUR JN,19:50:00,22:10:00,96,27,0 days 02:20:00
31536,SHANTIPUR JN,SEALDAH,19:52:00,22:05:00,96,26,0 days 02:13:00
31537,SEALDAH,SHANTIPUR JN,20:45:00,23:03:00,96,28,0 days 02:18:00
31538,SHANTIPUR JN,SEALDAH,20:55:00,23:15:00,96,28,0 days 02:20:00
31539,SEALDAH,SHANTIPUR JN,21:50:00,00:05:00,96,28,0 days 02:15:00
31540,SHANTIPUR JN,SEALDAH,21:30:00,23:50:00,96,27,0 days 02:20:00
31541,SEALDAH,SHANTIPUR JN,22:40:00,00:55:00,96,28,0 days 02:15:00
31542,SHANTIPUR JN,SEALDAH,22:45:00,00:58:00,96,27,0 days 02:13:00
31571,RANAGHAT JN.,KRISHNA NAGA,05:47:00,06:52:00,35,6,0 days 01:05:00
31584,KRISHNA NAGA,SHANTIPUR JN,07:02:00,07:40:00,15,2,0 days 00:38:00
31585,SHANTIPUR JN,KRISHNA NAGA,08:35:00,09:13:00,15,2,0 days 00:38:00
31586,KRISHNA NAGA,SHANTIPUR JN,09:25:00,10:02:00,15,2,0 days 00:37:00
31601,SEALDAH,RANAGHAT JN.,17:52:00,19:40:00,76,24,0 days 01:48:00
31602,RANAGHAT JN.,SEALDAH,07:45:00,09:26:00,76,24,0 days 01:41:00
31611,SEALDAH,RANAGHAT JN.,05:05:00,06:55:00,76,23,0 days 01:50:00
31612,RANAGHAT JN.,SEALDAH,04:20:00,06:05:00,76,24,0 days 01:45:00
31613,SEALDAH,RANAGHAT JN.,05:37:00,07:25:00,76,24,0 days 01:48:00
31614,RANAGHAT JN.,SEALDAH,06:05:00,07:50:00,76,24,0 days 01:45:00
31615,SEALDAH,RANAGHAT JN.,06:20:00,08:10:00,76,24,0 days 01:50:00
31616,RANAGHAT JN.,SEALDAH,07:20:00,09:10:00,76,24,0 days 01:50:00
31617,SEALDAH,RANAGHAT JN.,08:00:00,09:48:00,76,24,0 days 01:48:00
31618,RANAGHAT JN.,SEALDAH,07:30:00,09:10:00,76,11,0 days 01:40:00
31619,SEALDAH,RANAGHAT JN.,09:50:00,11:28:00,76,12,0 days 01:38:00
31620,RANAGHAT JN.,SEALDAH,08:35:00,10:18:00,76,20,0 days 01:43:00
31621,SEALDAH,RANAGHAT JN.,11:45:00,13:37:00,76,24,0 days 01:52:00
31622,RANAGHAT JN.,SEALDAH,10:12:00,11:58:00,76,24,0 days 01:46:00
31623,SEALDAH,RANAGHAT JN.,15:00:00,16:48:00,76,23,0 days 01:48:00
31624,RANAGHAT JN.,SEALDAH,12:50:00,14:36:00,76,24,0 days 01:46:00
31625,SEALDAH,RANAGHAT JN.,16:25:00,18:12:00,76,16,0 days 01:47:00
31626,RANAGHAT JN.,SEALDAH,15:30:00,17:02:00,76,10,0 days 01:32:00
31627,SEALDAH,RANAGHAT JN.,20:25:00,22:15:00,76,24,0 days 01:50:00
31628,RANAGHAT JN.,SEALDAH,17:25:00,19:10:00,76,21,0 days 01:45:00
31629,SEALDAH,RANAGHAT JN.,21:40:00,23:28:00,76,24,0 days 01:48:00
31630,RANAGHAT JN.,SEALDAH,18:42:00,20:30:00,76,23,0 days 01:48:00
31631,SEALDAH,RANAGHAT JN.,22:50:00,00:38:00,76,24,0 days 01:48:00
31632,RANAGHAT JN.,SEALDAH,19:25:00,21:15:00,76,24,0 days 01:50:00
31633,SEALDAH,RANAGHAT JN.,23:40:00,01:28:00,76,24,0 days 01:48:00
31634,RANAGHAT JN.,SEALDAH,20:08:00,21:55:00,76,24,0 days 01:47:00
31636,RANAGHAT JN.,SEALDAH,21:37:00,23:25:00,76,23,0 days 01:48:00
31711,NAIHATI JN.,RANAGHAT JN.,05:00:00,05:42:00,35,10,0 days 00:42:00
31712,RANAGHAT JN.,NAIHATI JN.,04:05:00,04:47:00,35,9,0 days 00:42:00
31713,NAIHATI JN.,RANAGHAT JN.,12:32:00,13:12:00,35,6,0 days 00:40:00
31714,RANAGHAT JN.,NAIHATI JN.,11:40:00,12:20:00,35,6,0 days 00:40:00
31721,RANAGHAT JN.,KRISHNA NAGA,04:42:00,05:11:00,26,6,0 days 00:29:00
31722,KRISHNA NAGA,RANAGHAT JN.,07:58:00,08:32:00,26,6,0 days 00:34:00
31723,RANAGHAT JN.,KRISHNA NAGA,06:05:00,06:38:00,26,6,0 days 00:33:00
31724,KRISHNA NAGA,RANAGHAT JN.,20:44:00,21:15:00,26,5,0 days 00:31:00
31725,RANAGHAT JN.,KRISHNA NAGA,22:20:00,22:50:00,26,7,0 days 00:30:00
31726,KRISHNA NAGA,RANAGHAT JN.,23:25:00,23:58:00,26,7,0 days 00:33:00
31741,RANAGHAT JN.,GEDE,04:42:00,05:32:00,43,13,0 days 00:50:00
31742,GEDE,RANAGHAT JN.,06:22:00,07:12:00,43,13,0 days 00:50:00
31743,RANAGHAT JN.,GEDE,05:27:00,06:14:00,43,10,0 days 00:47:00
31744,GEDE,RANAGHAT JN.,07:38:00,08:28:00,43,13,0 days 00:50:00
31745,RANAGHAT JN.,GEDE,07:30:00,08:20:00,43,13,0 days 00:50:00
31746,GEDE,RANAGHAT JN.,09:52:00,10:45:00,43,13,0 days 00:53:00
31747,RANAGHAT JN.,GEDE,08:50:00,09:40:00,43,13,0 days 00:50:00
31748,GEDE,RANAGHAT JN.,11:55:00,12:48:00,43,13,0 days 00:53:00
31749,RANAGHAT JN.,GEDE,10:53:00,11:47:00,43,13,0 days 00:54:00
31750,GEDE,RANAGHAT JN.,16:30:00,17:20:00,43,13,0 days 00:50:00
31751,RANAGHAT JN.,GEDE,13:40:00,14:30:00,43,13,0 days 00:50:00
31752,GEDE,RANAGHAT JN.,17:30:00,18:20:00,43,13,0 days 00:50:00
31753,RANAGHAT JN.,GEDE,15:20:00,16:10:00,43,13,0 days 00:50:00
31754,GEDE,RANAGHAT JN.,18:30:00,19:20:00,43,13,0 days 00:50:00
31755,RANAGHAT JN.,GEDE,17:50:00,18:40:00,43,13,0 days 00:50:00
31756,GEDE,RANAGHAT JN.,20:50:00,21:40:00,43,13,0 days 00:50:00
31757,RANAGHAT JN.,GEDE,19:45:00,20:35:00,43,13,0 days 00:50:00
31758,GEDE,RANAGHAT JN.,21:58:00,22:47:00,43,13,0 days 00:49:00
31765,RANAGHAT JN.,LALGOLA,05:00:00,08:15:00,154,25,0 days 03:15:00
31766,LALGOLA,RANAGHAT JN.,08:25:00,11:45:00,153,25,0 days 03:20:00
31767,RANAGHAT JN.,LALGOLA,07:35:00,10:50:00,154,29,0 days 03:15:00
31768,LALGOLA,RANAGHAT JN.,03:25:00,06:55:00,153,27,0 days 03:30:00
31770,LALGOLA,RANAGHAT JN.,11:55:00,15:35:00,153,29,0 days 03:40:00
31771,RANAGHAT JN.,LALGOLA,17:05:00,20:20:00,154,28,0 days 03:15:00
31772,LALGOLA,RANAGHAT JN.,19:30:00,23:03:00,153,29,0 days 03:33:00
31781,RANAGHAT JN.,SHANTIPUR JN,08:15:00,08:42:00,20,6,0 days 00:27:00
31782,SHANTIPUR JN,RANAGHAT JN.,08:58:00,09:25:00,19,6,0 days 00:27:00
31783,RANAGHAT JN.,SHANTIPUR JN,13:05:00,13:32:00,20,5,0 days 00:27:00
31784,SHANTIPUR JN,RANAGHAT JN.,10:46:00,11:15:00,19,5,0 days 00:29:00
31786,SHANTIPUR JN,RANAGHAT JN.,14:07:00,14:35:00,19,5,0 days 00:28:00
31801,SEALDAH,KRISHNA NAGA,17:05:00,19:29:00,102,29,0 days 02:24:00
31802,KRISHNA NAGA,SEALDAH,08:42:00,11:00:00,102,29,0 days 02:18:00
31811,SEALDAH,KRISHNA NAGA,03:20:00,05:48:00,102,29,0 days 02:28:00
31812,KRISHNA NAGA,SEALDAH,04:20:00,06:45:00,102,29,0 days 02:25:00
31813,SEALDAH,KRISHNA NAGA,05:20:00,07:42:00,102,30,0 days 02:22:00
31814,KRISHNA NAGA,SEALDAH,05:00:00,07:12:00,102,22,0 days 02:12:00
31815,SEALDAH,KRISHNA NAGA,06:10:00,08:34:00,102,29,0 days 02:24:00
31816,KRISHNA NAGA,SEALDAH,06:07:00,08:27:00,102,29,0 days 02:20:00
31817,SEALDAH,KRISHNA NAGA,06:55:00,09:22:00,102,30,0 days 02:27:00
31818,KRISHNA NAGA,SEALDAH,07:04:00,09:22:00,102,25,0 days 02:18:00
31819,SEALDAH,KRISHNA NAGA,09:35:00,11:50:00,102,21,0 days 02:15:00
31820,KRISHNA NAGA,SEALDAH,09:04:00,11:24:00,102,29,0 days 02:20:00
31821,SEALDAH,KRISHNA NAGA,10:52:00,13:15:00,102,29,0 days 02:23:00
31822,KRISHNA NAGA,SEALDAH,09:50:00,12:10:00,102,29,0 days 02:20:00
31823,SEALDAH,KRISHNA NAGA,12:05:00,14:26:00,102,28,0 days 02:21:00
31824,KRISHNA NAGA,SEALDAH,12:07:00,14:25:00,102,28,0 days 02:18:00
31825,SEALDAH,KRISHNA NAGA,13:15:00,15:35:00,102,30,0 days 02:20:00
31826,KRISHNA NAGA,SEALDAH,13:50:00,16:00:00,102,20,0 days 02:10:00
31827,SEALDAH,KRISHNA NAGA,15:25:00,17:50:00,102,30,0 days 02:25:00
31828,KRISHNA NAGA,SEALDAH,15:20:00,17:37:00,102,29,0 days 02:17:00
31829,SEALDAH,KRISHNA NAGA,16:15:00,18:35:00,102,23,0 days 02:20:00
31830,KRISHNA NAGA,SEALDAH,16:27:00,18:45:00,102,26,0 days 02:18:00
31831,SEALDAH,KRISHNA NAGA,17:36:00,19:49:00,102,16,0 days 02:13:00
31832,KRISHNA NAGA,SEALDAH,18:32:00,20:58:00,102,28,0 days 02:26:00
31833,SEALDAH,KRISHNA NAGA,18:42:00,20:59:00,102,22,0 days 02:17:00
31834,KRISHNA NAGA,SEALDAH,19:24:00,21:43:00,102,26,0 days 02:19:00
31835,SEALDAH,KRISHNA NAGA,19:35:00,21:57:00,102,29,0 days 02:22:00
31836,KRISHNA NAGA,SEALDAH,20:00:00,22:25:00,102,29,0 days 02:25:00
31837,SEALDAH,KRISHNA NAGA,21:00:00,23:22:00,102,28,0 days 02:22:00
31838,KRISHNA NAGA,SEALDAH,22:17:00,00:40:00,102,30,0 days 02:23:00
31839,SEALDAH,KRISHNA NAGA,07:46:00,09:58:00,102,19,0 days 02:12:00
31840,KRISHNA NAGA,SEALDAH,20:25:00,22:55:00,102,16,0 days 02:30:00
31841,SEALDAH,KRISHNA NAGA,10:28:00,12:35:00,102,9,0 days 02:07:00
31842,KRISHNA NAGA,SEALDAH,21:10:00,23:25:00,102,9,0 days 02:15:00
31843,SEALDAH,KRISHNA NAGA,19:30:00,21:40:00,102,10,0 days 02:10:00
31844,KRISHNA NAGA,SEALDAH,14:17:00,16:15:00,102,10,0 days 01:58:00
31861,KRISHNA NAGA,LALGOLA,10:28:00,13:10:00,128,23,0 days 02:42:00
31862,LALGOLA,KRISHNA NAGA,16:55:00,19:55:00,127,24,0 days 03:00:00
31863,KRISHNA NAGA,LALGOLA,13:05:00,15:45:00,128,21,0 days 02:40:00
31864,LALGOLA,KRISHNA NAGA,17:55:00,20:40:00,127,20,0 days 02:45:00
31865,KRISHNA NAGA,LALGOLA,22:10:00,00:40:00,128,20,0 days 02:30:00
31866,LALGOLA,KRISHNA NAGA,11:05:00,13:47:00,127,21,0 days 02:42:00
31911,SEALDAH,GEDE,04:20:00,07:02:00,119,36,0 days 02:42:00
31912,GEDE,SEALDAH,03:50:00,06:25:00,119,36,0 days 02:35:00
31913,SEALDAH,GEDE,07:40:00,10:28:00,119,36,0 days 02:48:00
31914,GEDE,SEALDAH,05:05:00,07:37:00,119,36,0 days 02:32:00
31915,SEALDAH,GEDE,09:58:00,12:39:00,119,36,0 days 02:41:00
31916,GEDE,SEALDAH,07:12:00,09:52:00,119,30,0 days 02:40:00
31917,SEALDAH,GEDE,12:45:00,15:40:00,119,36,0 days 02:55:00
31918,GEDE,SEALDAH,08:52:00,11:30:00,119,36,0 days 02:38:00
31919,SEALDAH,GEDE,14:05:00,16:46:00,119,36,0 days 02:41:00
31920,GEDE,SEALDAH,10:40:00,13:14:00,119,35,0 days 02:34:00
31921,SEALDAH,GEDE,17:15:00,19:58:00,119,36,0 days 02:43:00
31922,GEDE,SEALDAH,14:05:00,17:00:00,119,36,0 days 02:55:00
31923,SEALDAH,GEDE,18:20:00,21:04:00,119,36,0 days 02:44:00
31924,GEDE,SEALDAH,15:35:00,18:12:00,119,35,0 days 02:37:00
31925,SEALDAH,GEDE,19:17:00,21:54:00,119,35,0 days 02:37:00
31926,GEDE,SEALDAH,19:54:00,22:35:00,119,36,0 days 02:41:00
31927,SEALDAH,GEDE,20:32:00,23:15:00,119,36,0 days 02:43:00
31928,GEDE,SEALDAH,21:25:00,00:02:00,119,31,0 days 02:37:00
31929,SEALDAH,GEDE,21:30:00,00:11:00,119,36,0 days 02:41:00
32211,SEALDAH,DANKUNI JN.,04:07:00,04:50:00,28,9,0 days 00:43:00
32212,DANKUNI JN.,SEALDAH,05:00:00,05:45:00,28,9,0 days 00:45:00
32213,SEALDAH,DANKUNI JN.,04:57:00,05:44:00,28,9,0 days 00:47:00
32214,DANKUNI JN.,SEALDAH,05:52:00,06:35:00,28,9,0 days 00:43:00
32215,SEALDAH,DANKUNI JN.,05:42:00,06:25:00,28,9,0 days 00:43:00
32216,DANKUNI JN.,SEALDAH,06:35:00,07:18:00,28,9,0 days 00:43:00
32217,SEALDAH,DANKUNI JN.,06:05:00,06:52:00,28,9,0 days 00:47:00
32218,DANKUNI JN.,SEALDAH,07:02:00,07:46:00,28,9,0 days 00:44:00
32219,SEALDAH,DANKUNI JN.,06:42:00,07:25:00,28,9,0 days 00:43:00
32220,DANKUNI JN.,SEALDAH,07:40:00,08:27:00,28,9,0 days 00:47:00
32221,SEALDAH,DANKUNI JN.,07:52:00,08:35:00,28,9,0 days 00:43:00
32222,DANKUNI JN.,SEALDAH,08:44:00,09:28:00,28,9,0 days 00:44:00
32223,SEALDAH,DANKUNI JN.,08:23:00,09:07:00,28,9,0 days 00:44:00
32224,DANKUNI JN.,SEALDAH,09:15:00,10:00:00,28,9,0 days 00:45:00
32225,SEALDAH,DANKUNI JN.,08:48:00,09:31:00,28,9,0 days 00:43:00
32226,DANKUNI JN.,SEALDAH,09:50:00,10:35:00,28,9,0 days 00:45:00
32227,SEALDAH,DANKUNI JN.,09:50:00,10:32:00,28,9,0 days 00:42:00
32228,DANKUNI JN.,SEALDAH,10:58:00,11:45:00,28,9,0 days 00:47:00
32229,SEALDAH,DANKUNI JN.,10:15:00,11:02:00,28,9,0 days 00:47:00
32230,DANKUNI JN.,SEALDAH,11:25:00,12:10:00,28,9,0 days 00:45:00
32231,SEALDAH,DANKUNI JN.,10:50:00,11:35:00,28,9,0 days 00:45:00
32232,DANKUNI JN.,SEALDAH,12:08:00,12:52:00,28,9,0 days 00:44:00
32233,SEALDAH,DANKUNI JN.,12:12:00,12:57:00,28,9,0 days 00:45:00
32234,DANKUNI JN.,SEALDAH,13:10:00,14:05:00,28,9,0 days 00:55:00
32235,SEALDAH,DANKUNI JN.,13:25:00,14:07:00,28,9,0 days 00:42:00
32236,DANKUNI JN.,SEALDAH,14:22:00,15:05:00,28,9,0 days 00:43:00
32237,SEALDAH,DANKUNI JN.,15:26:00,16:10:00,28,9,0 days 00:44:00
32238,DANKUNI JN.,SEALDAH,16:25:00,17:07:00,28,9,0 days 00:42:00
32239,SEALDAH,DANKUNI JN.,16:05:00,16:45:00,28,9,0 days 00:40:00
32240,DANKUNI JN.,SEALDAH,17:10:00,17:55:00,28,9,0 days 00:45:00
32241,SEALDAH,DANKUNI JN.,17:17:00,18:02:00,28,9,0 days 00:45:00
32242,DANKUNI JN.,SEALDAH,18:10:00,18:55:00,28,9,0 days 00:45:00
32243,SEALDAH,DANKUNI JN.,18:06:00,18:49:00,28,9,0 days 00:43:00
32244,DANKUNI JN.,SEALDAH,18:30:00,19:15:00,28,9,0 days 00:45:00
32245,SEALDAH,DANKUNI JN.,19:05:00,19:50:00,28,9,0 days 00:45:00
32246,DANKUNI JN.,SEALDAH,19:15:00,19:58:00,28,9,0 days 00:43:00
32247,SEALDAH,DANKUNI JN.,21:32:00,22:15:00,28,9,0 days 00:43:00
32248,DANKUNI JN.,SEALDAH,20:32:00,21:20:00,28,9,0 days 00:48:00
32249,SEALDAH,DANKUNI JN.,22:22:00,23:07:00,28,9,0 days 00:45:00
32250,DANKUNI JN.,SEALDAH,22:32:00,23:20:00,28,9,0 days 00:48:00
32252,DANKUNI JN.,SEALDAH,23:45:00,00:28:00,28,9,0 days 00:43:00
32411,SEALDAH,BARUI PARA,14:12:00,15:12:00,39,13,0 days 01:00:00
32412,BARUI PARA,SEALDAH,15:23:00,16:30:00,39,13,0 days 01:07:00
32413,SEALDAH,BARUI PARA,20:40:00,21:50:00,39,13,0 days 01:10:00
32414,BARUI PARA,SEALDAH,22:50:00,23:50:00,39,13,0 days 01:00:00
33061,CANNING,BARASAT JN.,14:32:00,16:44:00,66,26,0 days 02:12:00
33212,DUM DUM JN.,SEALDAH,11:33:00,11:50:00,9,3,0 days 00:17:00
33231,DUM DUM JN.,BARRACKPORE,18:17:00,18:42:00,15,7,0 days 00:25:00
33232,BARRACKPORE,DUM DUM JN.,18:52:00,19:17:00,15,7,0 days 00:25:00
